path,guid,author,name,version,new_name,size
/mnt/d/Games/人物卡扩展/AI少女/mods/(5).zipmod,DALI_39LYXQQ3344929957,dali,dl39LYX,1.0.0,[dali] dl39LYX v1.0.0.zipmod,0.00
/mnt/d/Games/人物卡扩展/AI少女/mods/(6).zipmod,DALI_40HHQQ3344929957,dali,DALI_40HHQQ3344929957,1,[dali] DALI_40HHQQ3344929957 v1.zipmod,212.68
/mnt/d/Games/人物卡扩展/AI少女/mods/(7).zipmod,DALI_39LYQQ3344929957,dali,DALI_39LYQQ3344929957,1,[dali] DALI_39LYQQ3344929957 v1.zipmod,57.25
/mnt/d/Games/人物卡扩展/AI少女/mods/002.zipmod,DALI_37BLGQQ3344929957,dali,DALI_37BLGQQ3344929957,1,[dali] DALI_37BLGQQ3344929957 v1.zipmod,45.56
/mnt/d/Games/人物卡扩展/AI少女/mods/07-BLR@LSZCqq887387353.zipmod,ls.cloth.blr,lszc,blr,1.0.0,[lszc] blr v1.0.0.zipmod,9.72
/mnt/d/Games/人物卡扩展/AI少女/mods/07-BLRAcc@LSZCqq887387353.zipmod,ls.Acc.blr,lszc,blr,1.0.0,[lszc] blr v1.0.0.zipmod,7.73
/mnt/d/Games/人物卡扩展/AI少女/mods/07-BLRHair@LSZC qq887387353.zipmod,ls.hair.BLR,lszc,BLRhair,1.0.0,[lszc] BLRhair v1.0.0.zipmod,7.36
/mnt/d/Games/人物卡扩展/AI少女/mods/07-BLRzs@LSZCqq887387353.zipmod,ls.cloth.blrzs,lszc,blr,2.0.0,[lszc] blr v2.0.0.zipmod,12.55
/mnt/d/Games/人物卡扩展/AI少女/mods/09-BLXM.zipmod,ls.cloth.blxm,lszc,blxm,1.0.0,[lszc] blxm v1.0.0.zipmod,20.09
/mnt/d/Games/人物卡扩展/AI少女/mods/09-BLXM@LSZCqq887387353.zipmod,ls.cloth.blxm,lszc,blxm,1.0.0,[lszc] blxm v1.0.0.zipmod,20.09
/mnt/d/Games/人物卡扩展/AI少女/mods/09-BLXMAcc.zipmod,ls.Acc.blxm,lszc,blxm,1.0.0,[lszc] blxm v1.0.0.zipmod,16.89
/mnt/d/Games/人物卡扩展/AI少女/mods/1.110R1套需要的加q2455343848.zipmod,higeo.FaceMod,higeo,higeo FaceMod,0.5,[higeo] higeo FaceMod v0.5.zipmod,101.13
/mnt/d/Games/人物卡扩展/AI少女/mods/1.1洛制作20元1套需要的加群593026649.zipmod,higeo.FaceMod,higeo,higeo FaceMod,0.5,[higeo] higeo FaceMod v0.5.zipmod,101.13
/mnt/d/Games/人物卡扩展/AI少女/mods/1.3洛制作20元1套需要的加群593026649.zipmod,eyelashesx9ml,mlekoduszek,eyelashesx9ml,1,[mlekoduszek] eyelashesx9ml v1.zipmod,4.90
/mnt/d/Games/人物卡扩展/AI少女/mods/10-CNSM@LSZCqq887387353.zipmod,ls.cloth.cnsm,lszc,cnsm,1.0.0,[lszc] cnsm v1.0.0.zipmod,17.65
/mnt/d/Games/人物卡扩展/AI少女/mods/103kz.zipmod,MS.MS Q1789271949 103,ms,MS Q1789271949 103,1.0,[ms] MS Q1789271949 103 v1.0.zipmod,89.59
/mnt/d/Games/人物卡扩展/AI少女/mods/104sy.zipmod,MS.MS Q1789271949 104,ms,MS Q1789271949 104,1.0,[ms] MS Q1789271949 104 v1.0.zipmod,90.58
/mnt/d/Games/人物卡扩展/AI少女/mods/105xz.zipmod,MS.MS Q1789271949 105,ms,MS Q1789271949 105,1.0,[ms] MS Q1789271949 105 v1.0.zipmod,111.03
/mnt/d/Games/人物卡扩展/AI少女/mods/106sp.zipmod,MS Q1789271949 290024,asslie,MS Q1789271949 290024,1.0,[asslie] MS Q1789271949 290024 v1.0.zipmod,98.73
/mnt/d/Games/人物卡扩展/AI少女/mods/106sp2.zipmod,MS Q1789271949 290025,asslie,MS Q1789271949 290025,1.0,[asslie] MS Q1789271949 290025 v1.0.zipmod,98.50
/mnt/d/Games/人物卡扩展/AI少女/mods/106sp3.zipmod,MS Q1789271949 290026,asslie,MS Q1789271949 290026,1.0,[asslie] MS Q1789271949 290026 v1.0.zipmod,98.05
/mnt/d/Games/人物卡扩展/AI少女/mods/106sp4.zipmod,MS Q1789271949 290027,asslie,MS Q1789271949 290027,1.0,[asslie] MS Q1789271949 290027 v1.0.zipmod,98.00
/mnt/d/Games/人物卡扩展/AI少女/mods/106st.zipmod,MS.MS Q1789271949 106,ms,MS Q1789271949 106,1.0,[ms] MS Q1789271949 106 v1.0.zipmod,110.78
/mnt/d/Games/人物卡扩展/AI少女/mods/11.zipmod,com.nyaacho.facenormal,nyaacho,Nyaacho face normal,1.2.0,[nyaacho] Nyaacho face normal v1.2.0.zipmod,13.75
/mnt/d/Games/人物卡扩展/AI少女/mods/12345626.zipmod,ls.hair.yrys,lszc,yryshair,1.0.0,[lszc] yryshair v1.0.0.zipmod,10.16
